# # Photon energy [keV]  | Scatt. cohe. | Scatt. incohe. | Photoelectric | Pair produc. in nucl. field | Pair produc. in elec. field | Total attenuation with cohe. scatt. | Total attenuation without cohe. scatt. | all in [cm2/g]
1.0000e+00 1.0850e+01 4.7540e-03 3.0070e+03 0.0000e+00 0.0000e+00 3.0170e+03 3.0070e+03 0.0000e+00
1.5000e+00 1.0390e+01 7.8970e-03 1.3400e+03 0.0000e+00 0.0000e+00 1.3500e+03 1.3400e+03 0.0000e+00
1.5270e+00 1.0370e+01 8.0710e-03 1.2900e+03 0.0000e+00 0.0000e+00 1.3000e+03 1.2900e+03 0.0000e+00
1.5280e+00 1.0370e+01 8.0710e-03 1.9370e+03 0.0000e+00 0.0000e+00 1.9480e+03 1.9370e+03 0.0000e+00
1.5520e+00 1.0340e+01 8.2210e-03 2.7450e+03 0.0000e+00 0.0000e+00 2.7560e+03 2.7450e+03 0.0000e+00
1.5750e+00 1.0320e+01 8.3730e-03 3.8940e+03 0.0000e+00 0.0000e+00 3.9050e+03 3.8940e+03 0.0000e+00
1.5760e+00 1.0320e+01 8.3730e-03 4.5280e+03 0.0000e+00 0.0000e+00 4.5380e+03 4.5280e+03 0.0000e+00
1.7530e+00 1.0150e+01 9.4690e-03 3.9720e+03 0.0000e+00 0.0000e+00 3.9820e+03 3.9720e+03 0.0000e+00
1.9490e+00 9.9600e+00 1.0690e-02 3.4870e+03 0.0000e+00 0.0000e+00 3.4970e+03 3.4870e+03 0.0000e+00
1.9500e+00 9.9600e+00 1.0690e-02 4.0440e+03 0.0000e+00 0.0000e+00 4.0540e+03 4.0440e+03 0.0000e+00
2.0000e+00 9.9120e+00 1.1000e-02 3.7860e+03 0.0000e+00 0.0000e+00 3.7960e+03 3.7860e+03 0.0000e+00
2.1720e+00 9.7340e+00 1.2080e-02 3.1190e+03 0.0000e+00 0.0000e+00 3.1280e+03 3.1190e+03 0.0000e+00
2.1730e+00 9.7340e+00 1.2080e-02 3.3140e+03 0.0000e+00 0.0000e+00 3.3240e+03 3.3140e+03 0.0000e+00
2.2830e+00 9.6220e+00 1.2760e-02 2.9600e+03 0.0000e+00 0.0000e+00 2.9690e+03 2.9600e+03 0.0000e+00
2.3970e+00 9.5080e+00 1.3480e-02 2.6440e+03 0.0000e+00 0.0000e+00 2.6530e+03 2.6440e+03 0.0000e+00
2.3980e+00 9.5080e+00 1.3480e-02 2.7600e+03 0.0000e+00 0.0000e+00 2.7690e+03 2.7600e+03 0.0000e+00
3.0000e+00 8.9270e+00 1.7190e-02 1.6320e+03 0.0000e+00 0.0000e+00 1.6400e+03 1.6320e+03 0.0000e+00
4.0000e+00 7.9630e+00 2.3040e-02 8.1120e+02 0.0000e+00 0.0000e+00 8.1920e+02 8.1130e+02 0.0000e+00
5.0000e+00 7.0860e+00 2.8450e-02 4.6460e+02 0.0000e+00 0.0000e+00 4.7170e+02 4.6460e+02 0.0000e+00
6.0000e+00 6.3100e+00 3.3390e-02 2.9240e+02 0.0000e+00 0.0000e+00 2.9880e+02 2.9250e+02 0.0000e+00
8.0000e+00 5.0600e+00 4.1970e-02 1.3930e+02 0.0000e+00 0.0000e+00 1.4440e+02 1.3940e+02 0.0000e+00
8.9430e+00 4.5870e+00 4.5520e-02 1.0420e+02 0.0000e+00 0.0000e+00 1.0880e+02 1.0420e+02 0.0000e+00
8.9440e+00 4.5870e+00 4.5520e-02 2.7780e+02 0.0000e+00 0.0000e+00 2.8240e+02 2.7780e+02 0.0000e+00
9.4470e+00 4.3430e+00 4.7080e-02 2.4070e+02 0.0000e+00 0.0000e+00 2.4510e+02 2.4080e+02 0.0000e+00
9.9770e+00 4.1340e+00 4.9140e-02 2.0870e+02 0.0000e+00 0.0000e+00 2.1290e+02 2.0870e+02 0.0000e+00
9.9780e+00 4.1340e+00 4.9140e-02 2.9380e+02 0.0000e+00 0.0000e+00 2.9800e+02 2.9380e+02 0.0000e+00
1.0000e+01 4.1280e+00 4.9240e-02 2.9020e+02 0.0000e+00 0.0000e+00 2.9440e+02 2.9020e+02 0.0000e+00
