0.000000000000000000e+00 7.910991826272664866e+02
1.750000000000000000e+00 7.791630902281534645e+02
2.350000000000000000e+01 7.479625902604541352e+02
4.525000000000000000e+01 7.449979419093738215e+02
6.700000000000000000e+01 7.222223896646975163e+02
8.875000000000000000e+01 6.883704376867591463e+02
1.105000000000000000e+02 3.328505891994368859e-01
1.322500000000000000e+02 4.723675917850899850e+02
1.540000000000000000e+02 4.723966994015540877e+02
1.757500000000000000e+02 2.506703497684295314e+02
1.975000000000000000e+02 9.543584869692020023e-01
2.192500000000000000e+02 9.911190850581361733e-01
2.410000000000000000e+02 5.308542659533966868e-01
2.627500000000000000e+02 5.738047581180240053e-01
2.845000000000000000e+02 1.620230774334743273e+00
3.062500000000000000e+02 6.704135889474496235e-01
3.280000000000000000e+02 1.724657242795130774e+00
3.497500000000000000e+02 1.033290386177367459e+00
3.715000000000000000e+02 8.466682710278389257e-01
3.932500000000000000e+02 1.165174904377283216e+00
4.150000000000000000e+02 1.489225376165764558e+00
4.367500000000000000e+02 3.569268375521676084e+00
4.585000000000000000e+02 4.155788910768152711e+00
4.802500000000000000e+02 1.249311249653448863e+00
5.020000000000000000e+02 1.350402097637755761e+00
5.237500000000000000e+02 6.709674033513063129e+00
5.455000000000000000e+02 5.577789223193827084e+00
5.672500000000000000e+02 6.705463434203693396e+00
5.890000000000000000e+02 8.593470375207845180e+00
6.107500000000000000e+02 8.992646386912406697e+00
6.325000000000000000e+02 1.046639551278419766e+01
6.542500000000000000e+02 1.132038248034838013e+01
6.760000000000000000e+02 1.160001329672277848e+01
6.977500000000000000e+02 1.222025580145920287e+01
7.195000000000000000e+02 1.194039329415736006e+01
7.412500000000000000e+02 1.242834781449494486e+01
7.630000000000000000e+02 1.293556158443006154e+01
7.847500000000000000e+02 1.271359358304078135e+01
8.065000000000000000e+02 1.495868618986686549e+01
8.282500000000000000e+02 1.537348385412636986e+01
8.500000000000000000e+02 1.702954147081699787e+01
8.717500000000000000e+02 1.796157078816561636e+01
8.935000000000000000e+02 1.700187447335439117e+01
9.152500000000000000e+02 1.709202846204933479e+01
9.370000000000000000e+02 2.059689812803236464e+01
9.587500000000000000e+02 1.998320914232866841e+01
9.805000000000000000e+02 2.105206526788259680e+01
1.002250000000000000e+03 2.289256576737603410e+01
1.024000000000000000e+03 2.381483697005288391e+01
1.045750000000000000e+03 2.481253689461644996e+01
1.067500000000000000e+03 2.670613854040519186e+01
1.089250000000000000e+03 2.761826542184930844e+01
1.111000000000000000e+03 2.939009675898410734e+01
1.132750000000000000e+03 2.979884322903546234e+01
1.154500000000000000e+03 3.171939370719490370e+01
1.176250000000000000e+03 3.194534969169541938e+01
1.198000000000000000e+03 3.383739708804429824e+01
1.219750000000000000e+03 3.661265521338744122e+01
1.241500000000000000e+03 3.876994445552305990e+01
1.263250000000000000e+03 4.273967135087615077e+01
1.285000000000000000e+03 4.527851072848942238e+01
1.306750000000000000e+03 5.103058366646987309e+01
1.328500000000000000e+03 6.375114322545166345e+01
1.350250000000000000e+03 9.773724933533151216e+01
1.372000000000000000e+03 1.883649774021395160e+02
1.393750000000000000e+03 3.817779922331293960e+02
1.415500000000000000e+03 7.077856023156368792e+02
1.437250000000000000e+03 1.125373539106898079e+03
1.459000000000000000e+03 1.495686234725918894e+03
1.480750000000000000e+03 1.650140802180616220e+03
1.502500000000000000e+03 1.508757229294636318e+03
1.524250000000000000e+03 1.151502421747917424e+03
1.546000000000000000e+03 7.493738669523567069e+02
1.567750000000000000e+03 4.567437866898343941e+02
1.589500000000000000e+03 3.430944333956530272e+02
1.611250000000000000e+03 4.241696077489268646e+02
1.633000000000000000e+03 6.834407141499243608e+02
1.654750000000000000e+03 1.059787084958057676e+03
1.676500000000000000e+03 1.434746465365971289e+03
1.698250000000000000e+03 1.668536240545068495e+03
1.720000000000000000e+03 1.678470181752602002e+03
1.741750000000000000e+03 1.483282307953395502e+03
1.763500000000000000e+03 1.169727007442789272e+03
1.785250000000000000e+03 8.297521914503084872e+02
1.807000000000000000e+03 5.314877290216359143e+02
1.828750000000000000e+03 3.081205680151420552e+02
1.850500000000000000e+03 1.677568022469891389e+02
1.872250000000000000e+03 9.571460778075440601e+01
1.894000000000000000e+03 7.164803320776563567e+01
1.915750000000000000e+03 6.998003286176935944e+01
1.937500000000000000e+03 7.179245864350430395e+01
1.959250000000000000e+03 7.401430535735288174e+01
1.981000000000000000e+03 6.751413562666259338e+01
2.002750000000000000e+03 5.389487280534077485e+01
2.024500000000000000e+03 4.265227534896205697e+01
2.046250000000000000e+03 3.532850011707999727e+01
2.068000000000000000e+03 3.124065810308249880e+01
2.089750000000000000e+03 3.147753147719669187e+01
2.111500000000000000e+03 3.287212511462379183e+01
2.133250000000000000e+03 3.703363460930084727e+01
2.155000000000000000e+03 4.269489750500494551e+01
2.176750000000000000e+03 4.920753231957268525e+01
2.198500000000000000e+03 5.661770039818760836e+01
2.220250000000000000e+03 6.016369858902434231e+01
2.242000000000000000e+03 5.754688939042267037e+01
2.263750000000000000e+03 5.066717624010058785e+01
2.285500000000000000e+03 4.060248867658945926e+01
2.307250000000000000e+03 3.244312836083918938e+01
2.329000000000000000e+03 2.619871422177531173e+01
2.350750000000000000e+03 1.843913531680978579e+01
2.372500000000000000e+03 1.948873324090709147e+01
2.394250000000000000e+03 1.906879939302432803e+01
2.416000000000000000e+03 1.623397615352060797e+01
2.437750000000000000e+03 1.447330486989869769e+01
2.459500000000000000e+03 1.462433115389919003e+01
2.481250000000000000e+03 1.375740335500787204e+01
2.503000000000000000e+03 1.263332688412522131e+01
2.524750000000000000e+03 1.167336515643273920e+01
2.546500000000000000e+03 1.171177639422827710e+01
2.568250000000000000e+03 1.173485908267612032e+01
2.590000000000000000e+03 1.141956749566963936e+01
2.611750000000000000e+03 1.231628815618199724e+01
2.633500000000000000e+03 1.301983620072738290e+01
2.655250000000000000e+03 1.361156794056851993e+01
2.677000000000000000e+03 1.421173912672846740e+01
2.698750000000000000e+03 1.367364361292550612e+01
2.720500000000000000e+03 1.544952727619972599e+01
2.742250000000000000e+03 1.494253380341501369e+01
2.764000000000000000e+03 1.549553605480392449e+01
2.785750000000000000e+03 1.410450857418889470e+01
2.807500000000000000e+03 1.252706955084216389e+01
2.829250000000000000e+03 1.087093418396102074e+01
2.851000000000000000e+03 9.720059877777815771e+00
2.872750000000000000e+03 8.600327360408027033e+00
2.894500000000000000e+03 7.738571549691926954e+00
2.916250000000000000e+03 7.621741652960143831e+00
2.938000000000000000e+03 7.473121496509222084e+00
2.959750000000000000e+03 7.220131134745211732e+00
2.981500000000000000e+03 7.430434381297797763e+00
3.003250000000000000e+03 7.527985199150577955e+00
3.025000000000000000e+03 7.201739719636761627e+00
3.046750000000000000e+03 4.650482449096041471e+00
3.068500000000000000e+03 7.267339795507976596e+00
3.090250000000000000e+03 6.819206060168183647e+00
3.112000000000000000e+03 6.930933159190150405e+00
3.133750000000000000e+03 5.944829906147447218e+00
3.155500000000000000e+03 6.672197421855649679e+00
3.177250000000000000e+03 7.046238892324657499e+00
3.199000000000000000e+03 6.910932311582653753e+00
3.220750000000000000e+03 6.669032172361899491e+00
3.242500000000000000e+03 6.886228189924347376e+00
3.264250000000000000e+03 7.097028701635476722e+00
3.286000000000000000e+03 6.931235530979241943e+00
3.307750000000000000e+03 6.797778608087023500e+00
3.329500000000000000e+03 7.418999617595615881e+00
3.351250000000000000e+03 7.155410009116112136e+00
3.373000000000000000e+03 7.615332057285985279e+00
3.394750000000000000e+03 7.585261977668929845e+00
3.416500000000000000e+03 8.094011621803389289e+00
3.438250000000000000e+03 8.419286743416083851e+00
3.460000000000000000e+03 8.223570116947724884e+00
3.481750000000000000e+03 9.303960032736720009e+00
3.503500000000000000e+03 9.548725684299993688e+00
3.525250000000000000e+03 9.352678647458667172e+00
3.547000000000000000e+03 9.031427421002668154e+00
3.568750000000000000e+03 9.621808451836862730e+00
3.590500000000000000e+03 9.983305813309494070e+00
3.612250000000000000e+03 1.016391558089662972e+01
3.634000000000000000e+03 1.011857997576053236e+01
3.655750000000000000e+03 1.043650420724892669e+01
3.677500000000000000e+03 1.076370589197078509e+01
3.699250000000000000e+03 1.099602861336473580e+01
3.721000000000000000e+03 1.125511467543342903e+01
3.742750000000000000e+03 1.183318720770416554e+01
3.764500000000000000e+03 1.193523202899646307e+01
3.786250000000000000e+03 1.241282939226520554e+01
3.808000000000000000e+03 1.258885208816249524e+01
3.829750000000000000e+03 1.324386122367716823e+01
3.851500000000000000e+03 1.363235803497577692e+01
3.873250000000000000e+03 1.424291725176427903e+01
3.895000000000000000e+03 1.482266979252345251e+01
